GH_Repo_Name,Remote_URL,Branch_Checked_Out,Latest_Commit_SHA,Date_Most_Recent_Change,Absolute_Path,Other_Available_Branches,Unpushed_Commits,Uncommitted_Changes,Untracked_Files,Stashed_Changes,Local_Only_Branches,Last_Commit_Date,Number_of_Commits,Last_Push_Date,Is_Fork,Is_Nested_Repo,Duplicate_Indicator
"IO-Engagement","https://github.nwie.net/Nationwide/IO-Engagement.git","master","f3dbcda","2024-02-12T13:51:29-05:00","/c/devl/2025/ai-pilot/kiro/enterprise-guidelines/minerva/IO-Engagement","N/A","0","NO","NO","NO","N/A","2024-02-12T13:51:29-05:00","248","2024-02-12T13:51:29-05:00","NO","YES","PENDING"
"IO-Engagement.wiki","https://github.nwie.net/Nationwide/IO-Engagement.wiki.git","master","c3123b3","2025-11-12T11:33:22-05:00","/c/devl/2025/ai-pilot/kiro/enterprise-guidelines/minerva/IO-Engagement.wiki","N/A","0","NO","NO","NO","N/A","2025-11-12T11:33:22-05:00","382","2025-11-12T11:33:22-05:00","NO","YES","PENDING"
"java","https://github.nwie.net/Nationwide/java.git","main","4cafc51","2025-10-06T07:28:11-05:00","/c/devl/2025/ai-pilot/kiro/enterprise-guidelines/minerva/java","N/A","0","NO","NO","NO","N/A","2025-10-06T07:28:11-05:00","17","2025-10-06T07:28:11-05:00","NO","YES","PENDING"
"java.wiki","https://github.nwie.net/Nationwide/java.wiki.git","master","1afd0bc","2025-01-09T14:56:04-05:00","/c/devl/2025/ai-pilot/kiro/enterprise-guidelines/minerva/java.wiki","N/A","0","NO","NO","NO","N/A","2025-01-09T14:56:04-05:00","95","2025-01-09T14:56:04-05:00","NO","YES","PENDING"
"modern-web.wiki","https://github.nwie.net/Nationwide/modern-web.wiki.git","master","bb5ee62","2025-01-24T10:15:33-05:00","/c/devl/2025/ai-pilot/kiro/enterprise-guidelines/minerva/modern-web.wiki","N/A","0","NO","NO","NO","N/A","2025-01-24T10:15:33-05:00","729","2025-01-24T10:15:33-05:00","NO","YES","PENDING"
"serverless-golden-path","https://github.nwie.net/Nationwide/serverless-golden-path.git","main","fdb5d4d","2025-10-31T13:18:39-04:00","/c/devl/2025/ai-pilot/kiro/enterprise-guidelines/minerva/serverless-golden-path","N/A","0","NO","NO","NO","N/A","2025-10-31T13:18:39-04:00","4","2025-10-31T13:18:39-04:00","NO","YES","PENDING"
"service-provider","https://github.nwie.net/Nationwide/service-provider.git","main","5c73456","2025-10-06T07:18:05-04:00","/c/devl/2025/ai-pilot/kiro/enterprise-guidelines/minerva/service-provider","N/A","0","NO","NO","NO","N/A","2025-10-06T07:18:05-04:00","38","2025-10-06T07:18:05-04:00","NO","YES","PENDING"
"service-provider.wiki","https://github.nwie.net/Nationwide/service-provider.wiki.git","master","f977426","2025-01-21T10:59:44-05:00","/c/devl/2025/ai-pilot/kiro/enterprise-guidelines/minerva/service-provider.wiki","N/A","0","NO","NO","NO","N/A","2025-01-21T10:59:44-05:00","310","2025-01-21T10:59:44-05:00","NO","YES","PENDING"
"BTB-GitHub-Docker-Kube-Lab","https://github.nwie.net/Nationwide/BTB-GitHub-Docker-Kube-Lab.git","main","cb6ce7f","2022-06-24T12:54:21-04:00","/c/devl/2025/ai-pilot/kiro/enterprise-guidelines/training/buld-the-builder/BTB-GitHub-Docker-Kube-Lab","N/A","0","NO","NO","NO","N/A","2022-06-24T12:54:21-04:00","16","2022-06-24T12:54:21-04:00","NO","YES","PENDING"
"btb-tdd-basics","https://github.nwie.net/Nationwide/btb-tdd-basics.git","main","50be010","2025-04-08T15:38:10-04:00","/c/devl/2025/ai-pilot/kiro/enterprise-guidelines/training/buld-the-builder/btb-tdd-basics","N/A","0","NO","NO","NO","N/A","2025-04-08T15:38:10-04:00","6","2025-04-08T15:38:10-04:00","NO","YES","PENDING"
"Clean-Coding-Principles","https://github.nwie.net/Nationwide/Clean-Coding-Principles.git","main","f2e8a81","2025-05-27T09:50:42-04:00","/c/devl/2025/ai-pilot/kiro/enterprise-guidelines/training/buld-the-builder/Clean-Coding-Principles","N/A","0","NO","NO","NO","N/A","2025-05-27T09:50:42-04:00","130","2025-05-27T09:50:42-04:00","NO","YES","PENDING"
"Command-Line-Training","https://github.nwie.net/Nationwide/Command-Line-Training.git","main","627c7c0","2025-07-15T08:41:24-04:00","/c/devl/2025/ai-pilot/kiro/enterprise-guidelines/training/buld-the-builder/Command-Line-Training","N/A","0","NO","NO","NO","N/A","2025-07-15T08:41:24-04:00","111","2025-07-15T08:41:24-04:00","NO","YES","PENDING"
"Design-Patterns-Tutorial","https://github.nwie.net/Nationwide/Design-Patterns-Tutorial.git","main","8d7ad0b","2025-09-17T10:04:54-04:00","/c/devl/2025/ai-pilot/kiro/enterprise-guidelines/training/buld-the-builder/Design-Patterns-Tutorial","N/A","0","YES","YES","NO","N/A","2025-09-17T10:04:54-04:00","32","2025-09-17T10:04:54-04:00","NO","YES","PENDING"
"DevOps-Training","https://github.nwie.net/Nationwide/DevOps-Training.git","main","1eeb7bc","2025-01-30T15:34:58-05:00","/c/devl/2025/ai-pilot/kiro/enterprise-guidelines/training/buld-the-builder/devops/DevOps-Training","N/A","0","NO","NO","NO","N/A","2025-01-30T15:34:58-05:00","14","2025-01-30T15:34:58-05:00","NO","YES","PENDING"
"Github-Training","https://github.nwie.net/Nationwide/Github-Training.git","master","1a0f26f","2024-10-17T08:49:16-04:00","/c/devl/2025/ai-pilot/kiro/enterprise-guidelines/training/buld-the-builder/Github-Training","N/A","0","NO","NO","NO","N/A","2024-10-17T08:49:16-04:00","153","2024-10-17T08:49:16-04:00","NO","YES","PENDING"
"Introduction-To-Containers","https://github.nwie.net/Nationwide/Introduction-To-Containers.git","main","a38b5d8","2025-10-15T09:38:35-04:00","/c/devl/2025/ai-pilot/kiro/enterprise-guidelines/training/buld-the-builder/Introduction-To-Containers","N/A","0","NO","NO","NO","N/A","2025-10-15T09:38:35-04:00","135","2025-10-15T09:38:35-04:00","NO","YES","PENDING"
"Kubernetes-Tutorial","https://github.nwie.net/Nationwide/Kubernetes-Tutorial.git","master","2a273a7","2025-07-07T12:58:24-04:00","/c/devl/2025/ai-pilot/kiro/enterprise-guidelines/training/buld-the-builder/Kubernetes-Tutorial","N/A","0","NO","NO","NO","N/A","2025-07-07T12:58:24-04:00","84","2025-07-07T12:58:24-04:00","NO","YES","PENDING"
"TDD-Training","https://github.nwie.net/Nationwide/TDD-Training.git","main","7308621","2025-11-14T11:29:49-05:00","/c/devl/2025/ai-pilot/kiro/enterprise-guidelines/training/buld-the-builder/tdd/TDD-Training","N/A","0","NO","NO","NO","N/A","2025-11-14T11:29:49-05:00","34","2025-11-14T11:29:49-05:00","NO","YES","PENDING"
"digital-multi-sales-ui.wiki","https://github.nwie.net/Nationwide/digital-multi-sales-ui.wiki.git","master","713268b","2025-08-20T19:51:29+05:30","/c/devl/2025/ai-pilot/kiro/team-workflows/other-enterprise-teams/documentation/digital-multi-sales-ui.wiki","N/A","0","NO","NO","NO","N/A","2025-08-20T19:51:29+05:30","64","2025-08-20T19:51:29+05:30","NO","YES","PENDING"
"nationwide-oidc-ping-demo","https://github.nwie.net/Nationwide/nationwide-oidc-ping-demo.git","master","fc2b483b","2025-08-05T14:57:34-04:00","/c/devl/2025/ai-pilot/kiro/tech-stack/enterprise-example-apps/authentication/nationwide-oidc-ping-demo","N/A","0","NO","NO","NO","N/A","2025-08-05T14:57:34-04:00","354","2025-08-05T14:57:34-04:00","NO","YES","PENDING"
"collegecafe-agent","https://github.nwie.net/Nationwide/collegecafe-agent.git","main","f56f505","2025-11-13T08:46:55-05:00","/c/devl/2025/ai-pilot/kiro/tech-stack/enterprise-example-apps/fameworks/agentic-ai/collegecafe-agent","N/A","0","NO","NO","NO","N/A","2025-11-13T08:46:55-05:00","143","2025-11-13T08:46:55-05:00","NO","YES","PENDING"
"collegecafe-sales-management-interfaces","https://github.nwie.net/Nationwide/collegecafe-sales-management-interfaces.git","main","2c7ff84","2025-11-10T15:31:18-05:00","/c/devl/2025/ai-pilot/kiro/tech-stack/enterprise-example-apps/fameworks/collegecafe-sales-management-interfaces","N/A","0","NO","NO","NO","N/A","2025-11-10T15:31:18-05:00","79","2025-11-10T15:31:18-05:00","NO","YES","PENDING"
"collegecafe-ui","https://github.nwie.net/Nationwide/collegecafe-ui.git","main","fc66f87","2025-11-06T13:50:50-05:00","/c/devl/2025/ai-pilot/kiro/tech-stack/enterprise-example-apps/fameworks/modern-wb_spa/collegecafe-ui","N/A","0","NO","NO","NO","N/A","2025-11-06T13:50:50-05:00","241","2025-11-06T13:50:50-05:00","NO","YES","PENDING"
"collegecafe-textbook-exchange-service","https://github.nwie.net/Nationwide/collegecafe-textbook-exchange-service.git","main","f13aa96","2025-10-27T10:48:34-04:00","/c/devl/2025/ai-pilot/kiro/tech-stack/enterprise-example-apps/fameworks/service-provider_api/collegecafe-textbook-exchange-service","N/A","0","NO","NO","NO","N/A","2025-10-27T10:48:34-04:00","519","2025-10-27T10:48:34-04:00","NO","YES","PENDING"
"api-monetization-producer","https://github.nwie.net/Nationwide/api-monetization-producer.git","PAB-11291-PAB-11428-Harness-k8s-update","df45bc3","2025-01-27T20:51:05-05:00","/c/devl/2025/ai-pilot/kiro/tech-stack/team-owned-repos/api-monetization-producer","  PAB-11571-devDeploy;  prod","0","YES","NO","NO","  PAB-11571-devDeploy;  prod","2025-01-27T20:51:05-05:00","272","2025-01-27T20:51:05-05:00","NO","YES","PENDING"
"Landing-Page-Automation-Tool-API","https://github.nwie.net/Nationwide/Landing-Page-Automation-Tool-API","main","2ab9b61","2025-10-23T12:04:38-04:00","/c/devl/2025/ai-pilot/kiro/tech-stack/team-owned-repos/Landing-Page-Automation-Tool-API","N/A","0","NO","NO","NO","N/A","2025-10-23T12:04:38-04:00","581","2025-10-23T12:04:38-04:00","NO","YES","PENDING"
"Landing-Page-Automation-Tool-API.wiki","https://github.nwie.net/Nationwide/Landing-Page-Automation-Tool-API.wiki.git","master","1192d8c","2023-03-03T15:24:56-05:00","/c/devl/2025/ai-pilot/kiro/tech-stack/team-owned-repos/Landing-Page-Automation-Tool-API.wiki","N/A","0","NO","NO","NO","N/A","2023-03-03T15:24:56-05:00","3","2023-03-03T15:24:56-05:00","NO","YES","PENDING"
"lpat-oas","https://github.nwie.net/Nationwide/lpat-oas.git","master","034664d","2024-07-24T13:11:20-04:00","/c/devl/2025/ai-pilot/kiro/tech-stack/team-owned-repos/lpat-oas","N/A","0","NO","NO","NO","N/A","2024-07-24T13:11:20-04:00","17","2024-07-24T13:11:20-04:00","NO","YES","PENDING"
"nw-epd-liquibase-snowflake-pdx","https://github.nwie.net/Nationwide/nw-epd-liquibase-snowflake-pdx.git","pab-11076-checksum-fix","92431de","2024-11-13T15:10:00-05:00","/c/devl/2025/ai-pilot/kiro/tech-stack/team-owned-repos/nw-epd-liquibase-snowflake-pdx","  main","0","YES","NO","NO","  main","2024-11-13T15:10:00-05:00","151","2024-11-13T15:10:00-05:00","NO","YES","PENDING"
"partner-account-linking-api","https://github.nwie.net/Nationwide/partner-account-linking-api","main","0660215","2025-10-22T14:50:15-04:00","/c/devl/2025/ai-pilot/kiro/tech-stack/team-owned-repos/partner-account-linking-api","N/A","0","NO","NO","NO","N/A","2025-10-22T14:50:15-04:00","77","2025-10-22T14:50:15-04:00","NO","YES","PENDING"
"partner-account-linking-oas","https://github.nwie.net/Nationwide/partner-account-linking-oas","master","fb850bf","2024-11-05T13:57:34-05:00","/c/devl/2025/ai-pilot/kiro/tech-stack/team-owned-repos/partner-account-linking-oas","N/A","0","NO","NO","NO","N/A","2024-11-05T13:57:34-05:00","17","2024-11-05T13:57:34-05:00","NO","YES","PENDING"
"partner-account-linking-ui","https://github.nwie.net/Nationwide/partner-account-linking-ui","main","05ebec3","2025-10-22T13:49:22-04:00","/c/devl/2025/ai-pilot/kiro/tech-stack/team-owned-repos/partner-account-linking-ui","N/A","0","NO","NO","NO","N/A","2025-10-22T13:49:22-04:00","72","2025-10-22T13:49:22-04:00","NO","YES","PENDING"
"partner-data-experience-oas","https://github.nwie.net/Nationwide/partner-data-experience-oas.git","master","d56f9c3","2025-09-10T07:28:25-04:00","/c/devl/2025/ai-pilot/kiro/tech-stack/team-owned-repos/partner-data-experience-oas","N/A","0","NO","NO","NO","N/A","2025-09-10T07:28:25-04:00","1422","2025-09-10T07:28:25-04:00","NO","YES","PENDING"
"partner-data-experience-oas.wiki","https://github.nwie.net/Nationwide/partner-data-experience-oas.wiki.git","master","ee27a94","2022-02-11T10:20:53-05:00","/c/devl/2025/ai-pilot/kiro/tech-stack/team-owned-repos/partner-data-experience-oas.wiki","N/A","0","NO","NO","NO","N/A","2022-02-11T10:20:53-05:00","5","2022-02-11T10:20:53-05:00","NO","YES","PENDING"
"partner-data-update-api","https://github.nwie.net/Nationwide/partner-data-update-api","main","9235faf","2025-10-23T11:00:44-04:00","/c/devl/2025/ai-pilot/kiro/tech-stack/team-owned-repos/partner-data-update-api","N/A","0","NO","NO","NO","N/A","2025-10-23T11:00:44-04:00","72","2025-10-23T11:00:44-04:00","NO","YES","PENDING"
"Partner-Experience-UI","https://github.nwie.net/Nationwide/Partner-Experience-UI.git","PAB-14054-ng19-upgrade","2dad2d65","2025-11-12T11:35:23-05:00","/c/devl/2025/ai-pilot/kiro/tech-stack/team-owned-repos/Partner-Experience-UI","  main","12","NO","NO","YES","  main","2025-11-12T11:35:23-05:00","3615","2025-11-12T11:35:23-05:00","NO","YES","PENDING"
"partner-landing-page","https://github.nwie.net/Nationwide/partner-landing-page.git","main","440119d","2025-10-23T11:48:39-04:00","/c/devl/2025/ai-pilot/kiro/tech-stack/team-owned-repos/partner-landing-page","N/A","0","NO","NO","NO","N/A","2025-10-23T11:48:39-04:00","1539","2025-10-23T11:48:39-04:00","NO","YES","PENDING"
"partner-landing-page.wiki","https://github.nwie.net/Nationwide/partner-landing-page.wiki.git","master","fe0e497","2022-11-06T11:49:11-05:00","/c/devl/2025/ai-pilot/kiro/tech-stack/team-owned-repos/partner-landing-page.wiki","N/A","0","NO","NO","NO","N/A","2022-11-06T11:49:11-05:00","123","2022-11-06T11:49:11-05:00","NO","YES","PENDING"
"partner-onboarding","https://github.nwie.net/Nationwide/partner-onboarding.git","PAB-14027-github-copilot","f8d66df7","2025-11-07T16:15:36-05:00","/c/devl/2025/ai-pilot/kiro/tech-stack/team-owned-repos/partner-onboarding","  PAB-13984_Quick-Links-2;  PAB-14027-ReplaceGetMappings;  cicd;  feature/UXE2;  harness-nextgen-migration;  main;  prod;  prod_dup","45","NO","NO","YES","  PAB-13984_Quick-Links-2;  PAB-14027-ReplaceGetMappings;  cicd;  feature/UXE2;  harness-nextgen-migration;  main;  prod;  prod_dup","2025-11-07T16:15:36-05:00","4004","2025-11-07T16:15:36-05:00","NO","YES","PENDING"
"PartnerAccountLinking_1","https://github.nwie.net/Nationwide/PartnerAccountLinking_1","main","30861ed","2025-01-14T15:50:30-05:00","/c/devl/2025/ai-pilot/kiro/tech-stack/team-owned-repos/PartnerAccountLinking_1","N/A","0","NO","NO","NO","N/A","2025-01-14T15:50:30-05:00","33","2025-01-14T15:50:30-05:00","NO","YES","PENDING"
"PartnerContentManagementLayer_1","https://github.nwie.net/Nationwide/PartnerContentManagementLayer_1","main","7b165f3","2025-04-16T09:00:50-04:00","/c/devl/2025/ai-pilot/kiro/tech-stack/team-owned-repos/PartnerContentManagementLayer_1","N/A","0","NO","NO","NO","N/A","2025-04-16T09:00:50-04:00","83","2025-04-16T09:00:50-04:00","NO","YES","PENDING"
"PartnerDataUpdate_1","https://github.nwie.net/Nationwide/PartnerDataUpdate_1","main","6869031","2024-11-13T16:34:02-05:00","/c/devl/2025/ai-pilot/kiro/tech-stack/team-owned-repos/PartnerDataUpdate_1","N/A","0","NO","NO","NO","N/A","2024-11-13T16:34:02-05:00","7","2024-11-13T16:34:02-05:00","NO","YES","PENDING"
"PartnerOnboarding_v1","https://github.nwie.net/Nationwide/PartnerOnboarding_v1","master","695c760","2025-10-14T10:14:37-04:00","/c/devl/2025/ai-pilot/kiro/tech-stack/team-owned-repos/PartnerOnboarding_v1","N/A","0","NO","NO","NO","N/A","2025-10-14T10:14:37-04:00","265","2025-10-14T10:14:37-04:00","NO","YES","PENDING"
"pdx-dpim-integration","https://github.nwie.net/Nationwide/pdx-dpim-integration.git","PAB-12613-CI-Template-Update","7928799","2025-08-25T21:47:17-04:00","/c/devl/2025/ai-pilot/kiro/tech-stack/team-owned-repos/pdx-dpim-integration","  main;  pab-11593-preprod-trigger;  prod","0","YES","NO","NO","  main;  pab-11593-preprod-trigger;  prod","2025-08-25T21:47:17-04:00","419","2025-08-25T21:47:17-04:00","NO","YES","PENDING"
"nf-vision-nbsg-email-processor","https://github.nwie.net/Nationwide/nf-vision-nbsg-email-processor.git","main","6c72002","2025-11-05T08:36:39-05:00","/c/devl/2025/ai-pilot/nf-vision-nbsg-email-processor","N/A","13","NO","NO","NO","N/A","2025-11-05T08:36:39-05:00","13","2025-11-05T08:36:39-05:00","NO","NO","PENDING"
"pdx_kiro_poc","https://github.nwie.net/Nationwide/pdx_kiro_poc.git","main","cc737b56","2025-11-05T11:54:17-05:00","/c/devl/2025/ai-pilot/pdx_kiro_poc","N/A","0","YES","YES","NO","N/A","2025-11-05T11:54:17-05:00","3517","2025-11-05T11:54:17-05:00","NO","NO","PENDING"
"api-proxy","https://github.nwie.net/Nationwide/api-proxy.git","main","8399584","2025-10-30T13:29:03-04:00","/c/devl/2025/ai-pilot/pdx_kiro_poc/.kiro/steering/enterprise-guidelines/api-proxy","N/A","0","NO","NO","NO","N/A","2025-10-30T13:29:03-04:00","52","2025-10-30T13:29:03-04:00","NO","YES","PENDING"
"EventStreams","https://github.nwie.net/Nationwide/EventStreams.git","master","bfcd567","2025-09-10T09:43:46-04:00","/c/devl/2025/ai-pilot/pdx_kiro_poc/.kiro/steering/enterprise-guidelines/event-streams","N/A","0","NO","NO","NO","N/A","2025-09-10T09:43:46-04:00","219","2025-09-10T09:43:46-04:00","NO","YES","PENDING"
"service-provider","https://github.nwie.net/Nationwide/service-provider.git","main","5c73456","2025-10-06T07:18:05-04:00","/c/devl/2025/ai-pilot/pdx_kiro_poc/.kiro/steering/enterprise-guidelines/service-provider","N/A","0","NO","NO","NO","N/A","2025-10-06T07:18:05-04:00","38","2025-10-06T07:18:05-04:00","NO","YES","PENDING"
"promptcache","https://github.com/MarcACard/promptcache.git","main","97bfb33","2025-12-07T15:06:28-05:00","/c/devl/2025/ai-pilot/promptcache","N/A","0","YES","YES","NO","N/A","2025-12-07T15:06:28-05:00","83","2025-12-07T15:06:28-05:00","NO","NO","PENDING"
"spec-kit","https://github.com/github/spec-kit.git","main","e6d6f3c","2025-10-23T10:11:38-07:00","/c/devl/2025/ai-pilot/spec-kit","N/A","0","NO","NO","NO","N/A","2025-10-23T10:11:38-07:00","433","2025-10-23T10:11:38-07:00","NO","NO","PENDING"
"spec-kitty","https://github.com/Priivacy-ai/spec-kitty.git","main","aea8184b9","2025-11-06T20:19:04+01:00","/c/devl/2025/ai-pilot/spec-kitty","N/A","1036","YES","YES","NO","N/A","2025-11-06T20:19:04+01:00","417","2025-11-06T20:19:04+01:00","NO","NO","PENDING"
"system-prompts-and-models-of-ai-tools","https://github.com/x1xhlol/system-prompts-and-models-of-ai-tools.git","main","0d60d27","2025-11-01T12:06:56+01:00","/c/devl/2025/ai-pilot/system-prompts-and-models-of-ai-tools","N/A","0","NO","NO","NO","N/A","2025-11-01T12:06:56+01:00","388","2025-11-01T12:06:56+01:00","NO","NO","PENDING"
"learning-linux-command-line-3005201","https://github.com/LinkedInLearning/learning-linux-command-line-3005201.git","main","e0cfdc8","2023-04-05T11:06:17-07:00","/c/devl/2025/build-the-builder/cli-training/learning-linux-command-line-3005201","N/A","0","NO","NO","NO","N/A","2023-04-05T11:06:17-07:00","9","2023-04-05T11:06:17-07:00","NO","NO","PENDING"
"Docker-Tutorial","https://github.nwie.net/Nationwide/Docker-Tutorial","main","b908e4e","2025-03-03T12:50:25-05:00","/c/devl/2025/build-the-builder/Docker-Tutorial","N/A","0","NO","NO","NO","N/A","2025-03-03T12:50:25-05:00","129","2025-03-03T12:50:25-05:00","NO","NO","PENDING"
"Introduction-To-Containers","https://github.nwie.net/Nationwide/Introduction-To-Containers.git","main","b908e4e","2025-03-03T12:50:25-05:00","/c/devl/2025/build-the-builder/intro2containers","N/A","0","YES","YES","NO","N/A","2025-03-03T12:50:25-05:00","129","2025-03-03T12:50:25-05:00","NO","NO","PENDING"
"NewRelic-BTB-Lab-Template","https://github.nwie.net/Nationwide/NewRelic-BTB-Lab-Template.git","main","0762ab6","2023-08-08T11:14:44-04:00","/c/devl/2025/build-the-builder/NewRelic-BTB-Lab-Template","N/A","0","NO","NO","NO","N/A","2023-08-08T11:14:44-04:00","3","2023-08-08T11:14:44-04:00","NO","NO","PENDING"
"copilot-prompts","https://github.nwie.net/Nationwide/copilot-prompts.git","main","4fc7d90","2024-08-09T11:08:50-04:00","/c/devl/2025/copilot-prompts","N/A","0","YES","YES","NO","N/A","2024-08-09T11:08:50-04:00","7","2024-08-09T11:08:50-04:00","NO","NO","PENDING"
"Landing-Page-Automation-Tool-UI","https://github.nwie.net/Nationwide/Landing-Page-Automation-Tool-UI","PAB-13649-lpat-ui-gha-standardization","058f4cd","2025-11-17T23:11:43-05:00","/c/devl/2025/formerly_grocers/Landing-Page-Automation-Tool-UI","  PAB-13649-plp-ui-gha-standardization;  main","0","NO","NO","NO","  PAB-13649-plp-ui-gha-standardization;  main","2025-11-17T23:11:43-05:00","1288","2025-11-17T23:11:43-05:00","NO","NO","PENDING"
"partner-account-linking-ui","https://github.nwie.net/Nationwide/partner-account-linking-ui.git","PAB-13649-pal-ui-gha-standardization","f98ddfd","2025-11-17T23:21:45-05:00","/c/devl/2025/formerly_grocers/partner-account-linking-ui","  main","0","NO","NO","NO","  main","2025-11-17T23:21:45-05:00","82","2025-11-17T23:21:45-05:00","NO","NO","PENDING"
"partner-landing-page","https://github.nwie.net/Nationwide/partner-landing-page.git","PAB-13649-plp-ui-gha-standardization","4388e3e","2025-11-17T23:48:20-05:00","/c/devl/2025/formerly_grocers/partner-landing-page","  main","12","NO","NO","YES","  main","2025-11-17T23:48:20-05:00","1552","2025-11-17T23:48:20-05:00","NO","NO","PENDING"
"metrics","https://github.com/lowlighter/metrics.git","master","366f8b9d","2023-12-18T19:04:44+02:00","/c/devl/2025/metrics","N/A","0","YES","YES","NO","N/A","2023-12-18T19:04:44+02:00","2559","2023-12-18T19:04:44+02:00","NO","NO","PENDING"
"pls-smart-products-experience","https://github.nwie.net/Nationwide/pls-smart-products-experience.git","main","0f3f651","2025-05-12T17:06:03-04:00","/c/devl/2025/new-app-setup/coenf1/pls-smart-products-experience","N/A","0","YES","YES","NO","N/A","2025-05-12T17:06:03-04:00","32","2025-05-12T17:06:03-04:00","NO","NO","PENDING"
"DDS-Self-Service-Test-Data-MGMT","https://github.nwie.net/Nationwide/DDS-Self-Service-Test-Data-MGMT.git","main","46502b9","2025-05-02T18:16:16-04:00","/c/devl/2025/new-app-setup/DDS-Self-Service-Test-Data-MGMT","N/A","0","NO","NO","NO","N/A","2025-05-02T18:16:16-04:00","3","2025-05-02T18:16:16-04:00","NO","NO","PENDING"
"dev-portal","https://github.nwie.net/Nationwide/dev-portal.git","develop","14527c2c2","2025-05-21T11:29:34-04:00","/c/devl/2025/new-app-setup/dev-portal","N/A","0","NO","NO","NO","N/A","2025-05-21T11:29:34-04:00","14266","2025-05-21T11:29:34-04:00","NO","NO","PENDING"
"eau3-angular-oidc","https://github.nwie.net/mzawam2/eau3-angular-oidc.git","main","df7ea8b","2025-01-21T12:38:29-05:00","/c/devl/2025/new-app-setup/eau3-angular-oidc","N/A","0","NO","NO","NO","N/A","2025-01-21T12:38:29-05:00","7","2025-01-21T12:38:29-05:00","NO","NO","PENDING"
"hello_web_component","https://github.nwie.net/Nationwide/hello_web_component.git","main","4bb9b88","2025-04-24T16:20:28-04:00","/c/devl/2025/new-app-setup/hello_web_component","N/A","0","YES","NO","NO","N/A","2025-04-24T16:20:28-04:00","1","2025-04-24T16:20:28-04:00","NO","NO","PENDING"
"nationwide-oidc-ping-demo","https://github.nwie.net/Nationwide/nationwide-oidc-ping-demo.git","master","fc2b483b","2025-08-05T14:57:34-04:00","/c/devl/2025/new-app-setup/nationwide-oidc-ping-demo","N/A","0","NO","NO","NO","N/A","2025-08-05T14:57:34-04:00","354","2025-08-05T14:57:34-04:00","NO","NO","PENDING"
"nationwide-spa-ping-schematic","https://github.nwie.net/Nationwide/nationwide-spa-ping-schematic.git","master","670cdd5","2025-10-02T10:25:39-04:00","/c/devl/2025/new-app-setup/nationwide-spa-ping-schematic","N/A","0","NO","NO","NO","N/A","2025-10-02T10:25:39-04:00","55","2025-10-02T10:25:39-04:00","NO","NO","PENDING"
"nf-partner-express","https://github.nwie.net/Nationwide/nf-partner-express.git","main","9e790509","2025-05-29T09:00:39-04:00","/c/devl/2025/new-app-setup/nf-partner-express","N/A","0","NO","NO","NO","N/A","2025-05-29T09:00:39-04:00","3553","2025-05-29T09:00:39-04:00","NO","NO","PENDING"
"pdx-ui","https://github.nwie.net/Nationwide/pdx-ui.git","main","1be3dc6","2025-05-27T08:58:08-04:00","/c/devl/2025/new-app-setup/no_quest/pdx-ui","N/A","0","YES","NO","NO","N/A","2025-05-27T08:58:08-04:00","1","2025-05-27T08:58:08-04:00","NO","NO","PENDING"
"pdx-suite-ui","https://github.nwie.net/Nationwide/pdx-suite-ui.git","main","7f8cfe0","2025-05-27T12:14:55-04:00","/c/devl/2025/new-app-setup/pdx-suite-ui","N/A","0","YES","YES","NO","N/A","2025-05-27T12:14:55-04:00","1","2025-05-27T12:14:55-04:00","NO","NO","PENDING"
"pdx-ui","https://github.nwie.net/Nationwide/pdx-ui.git","PAB-11711-post-ng-update-core-cliv20","f3f42d2","2025-05-29T21:51:43-04:00","/c/devl/2025/new-app-setup/pdx-ui","  PAB-11711-boostr-19.2ng-5.7.2ts;  PAB-11711-boostr-19.2ng-5.7.2ts-nocompilationerr;  PAB-11711-boostr-19.2ng-5.7.2ts-rslv-prblms;  list;  main","17","YES","YES","NO","  PAB-11711-boostr-19.2ng-5.7.2ts;  PAB-11711-boostr-19.2ng-5.7.2ts-nocompilationerr;  PAB-11711-boostr-19.2ng-5.7.2ts-rslv-prblms;  list;  main","2025-05-29T21:51:43-04:00","4","2025-05-29T21:51:43-04:00","NO","NO","PENDING"
"IPS-PROM-UI","https://github.nwie.net/Nationwide/IPS-PROM-UI.git","main","fd7d57e","2025-04-28T00:13:08-04:00","/c/devl/2025/new-app-setup/spa-goldenpath-examples/IPS-PROM-UI","N/A","0","NO","NO","NO","N/A","2025-04-28T00:13:08-04:00","1504","2025-04-28T00:13:08-04:00","NO","NO","PENDING"
"mzawam-boostr-spa","https://github.nwie.net/Nationwide/mzawam-boostr-spa.git","main","8f0da9a","2025-05-01T10:16:49-04:00","/c/devl/2025/new-app-setup/spa-goldenpath-examples/mzawam-boostr-spa","N/A","0","NO","NO","NO","N/A","2025-05-01T10:16:49-04:00","1","2025-05-01T10:16:49-04:00","NO","NO","PENDING"
"pdx-ui","https://github.nwie.net/Nationwide/pdx-ui.git","PAB-11711-initial-functionality-test","98183b0","2025-05-22T21:52:29-04:00","/c/devl/2025/new-app-setup/standalone_true/pdx-ui","  main","0","YES","YES","NO","  main","2025-05-22T21:52:29-04:00","1","2025-05-22T21:52:29-04:00","NO","NO","PENDING"
